Item Number	Category Name	Item Description	Vendor	Vendor Name	Bottle Volume (ml)	Pack	Inner Pack	Age	Proof	List Date	UPC	SCC	State Bottle Cost	State Case Cost	State Bottle Retail	Report Date
12872	Canadian Whiskies	Rich & Rare Peach	421	SAZERAC COMPANY  INC	750	12	1	0	70	07/01/2020	88004041229	17503006845144	5.00	60.00	7.50	10/01/2021
12871	Canadian Whiskies	Rich & Rare Peach Mini	421	SAZERAC COMPANY  INC	50	10	12	0	70	07/01/2020	88004041281	17503006845144	5.16	51.60	7.74	10/01/2021
12881	Canadian Whiskies	Rich & Rare Mini	421	SAZERAC COMPANY  INC	50	10	12	0	80	07/01/2020	88004000387	17503006845144	5.16	51.60	7.74	10/01/2021
937202	American Vodkas	Pau Maui Vodka	803	Levecke Corporation	750	12	1	0	80	07/01/2020	89105011081	17503006845144	9.69	116.28	14.54	10/01/2021
14521	Canadian Whiskies	Revel Stoke Peach Mini	380	Phillips Beverage	50	12	10	0	70	07/01/2020	87116004047	17503006845144	4.60	55.20	6.90	10/01/2021
14524	Canadian Whiskies	Revel Stoke Blackberry	380	Phillips Beverage	200	48	1	0	70	07/01/2020	87116004450	17503006845144	1.67	80.16	2.51	10/01/2021
14515	Canadian Whiskies	Revel Stoke Blackberry Mini	380	Phillips Beverage	50	12	10	0	70	07/01/2020	87116003361	17503006845144	4.60	55.20	6.90	10/01/2021
14522	Canadian Whiskies	Revel Stoke Peach	380	Phillips Beverage	200	48	1	0	70	07/01/2020	87116004030	17503006845144	1.67	80.16	2.51	10/01/2021
14516	Canadian Whiskies	Revel Stoke Blackberry	380	Phillips Beverage	750	12	1	0	70	07/01/2020	87116004443	17503006845144	9.02	108.24	13.53	10/01/2021
14492	Canadian Whiskies	Revel Stoke Roasted Pecan Mini	380	Phillips Beverage	50	12	10	0	70	07/01/2020	87116036147	17503006845144	4.60	55.20	6.90	10/01/2021
14523	Canadian Whiskies	Revel Stoke Son of A Peach	380	Phillips Beverage	750	12	1	0	70	07/01/2020	87116004016	17503006845144	9.02	108.24	13.53	10/01/2021
14505	Canadian Whiskies	Revel Stoke Roasted Pecan	380	Phillips Beverage	200	48	1	0	70	07/01/2020	87116001961	17503006845144	1.67	80.16	2.51	10/01/2021
14525	Canadian Whiskies	Revel Stoke Peanut Butter	380	Phillips Beverage	200	48	1	0	70	07/01/2020	87116004115	17503006845144	1.67	80.16	2.51	10/01/2021
84222	American Schnapps	99 Blue Raspberries Mini	421	SAZERAC COMPANY  INC	50	10	12	0	99	07/01/2020	88004039660	17503006845144	5.16	51.60	7.74	10/01/2021
943803	Aged Dark Rum	Appleton 12YR Estate Rare Casks	619	Campari America	750	6	1	12	86	07/01/2020	721059001557	17503006845144	21.00	126.00	31.50	10/01/2021
966530	Imported Cordials & Liqueur	Royal Combier	305	Mhw LTD	750	6	1	0	76	07/01/2020	736040517740	17503006845144	20.00	120.00	30.00	10/01/2021
84224	American Schnapps	99 Lemon Lime Mini	421	SAZERAC COMPANY  INC	50	10	12	0	99	07/01/2020	88004039677	17503006845144	5.16	51.60	7.74	10/01/2021
84226	American Schnapps	99 Strawberries Mini	421	SAZERAC COMPANY  INC	50	10	12	0	99	07/01/2020	88004039653	17503006845144	5.16	51.60	7.74	10/01/2021
101180	American Schnapps	99 Fruits Mini	421	SAZERAC COMPANY  INC	50	12	10	0	99	07/01/2020	88004040529	17503006845144	4.30	51.60	6.45	10/01/2021
995243	Straight Rye Whiskies	Hillrock Double Cask Rye	204	HILLROCK ESTATE DISTILLERY	750	6	1	0	90	07/01/2020	696859103063	17503006845144	71.00	426.00	106.50	10/01/2021
65151	Imported Cordials & Liqueur	Il Tramonto Amaretto	322	Prestige Wine & Spirits Group / United States Distilled Products Co	750	6	1	0	56	07/01/2020	84279993843	17503006845144	10.50	63.00	15.75	10/01/2021
40055	American Flavored Vodka	Deep Eddy Lemon	259	Heaven Hill Brands	1750	6	1	0	70	07/01/2020	856065002431	17503006845144	14.50	87.00	21.75	10/01/2021
43078	Flavored Rum	Admiral Nelson Coconut	259	Heaven Hill Brands	1750	6	1	0	42	07/01/2020	96749086443	17503006845144	11.50	69.00	17.25	10/01/2021
20378	Temporary & Specialty Packages	Old Forester Single Barrel	085	Brown Forman Corp.	750	6	1	0	100	07/01/2020	81128002657	17503006845144	23.32	139.92	34.98	10/01/2021
19028	Straight Bourbon Whiskies	Jim Beam Black	065	Jim Beam Brands	1750	6	1	0	86	07/01/2020	80686034100	17503006845144	23.50	141.00	35.25	10/01/2021
36962	Temporary & Specialty Packages	Deep Eddy Mini	259	Heaven Hill Brands	50	1	120	0	80	07/01/2020	856065002073	17503006845144	50.52	50.52	75.78	10/01/2021
988566	100% Agave Tequila	Tres Generaciones Plata	065	Jim Beam Brands	750	6	1	0	80	07/01/2020	80686034100	17503006845144	19.00	114.00	28.50	10/01/2021
988570	100% Agave Tequila	Tres Generaciones Reposado	065	Jim Beam Brands	750	6	1	0	80	07/01/2020	80686034100	17503006845144	20.00	120.00	30.00	10/01/2021
43207	Spiced Rum	Bacardi Spiced Rum PET	035	BACARDI USA INC	1750	6	1	0	70	07/01/2020	80480001506	17503006845144	14.99	89.94	22.49	10/01/2021
43845	Flavored Rum	Rondiaz Coconut Rum	322	Prestige Wine & Spirits Group / United States Distilled Products Co	1750	6	1	0	42	07/01/2020	84279978833	17503006845144	10.50	63.00	15.75	10/01/2021
949507	Imported Brandies	Badel Stara Sljivovica Old Plum Brandy	261	Grand Prix Beverage LLC	1000	12	1	0	80	07/01/2020	84279978833	17503006845144	14.00	168.00	21.00	10/01/2021
88361	100% Agave Tequila	Cincoro Anejo Tequila	368	Park Street Imports	750	6	1	0	80	07/01/2020	850008649059	17503006845144	65.00	390.00	97.50	10/01/2021
88367	100% Agave Tequila	Cincoro Blanco Tequila	368	Park Street Imports	750	6	1	0	80	07/01/2020	850008649011	17503006845144	40.00	240.00	60.00	10/01/2021
88363	100% Agave Tequila	Cincoro Reposado Tequila	368	Park Street Imports	750	6	1	0	80	07/01/2020	850008649035	17503006845144	50.00	300.00	75.00	10/01/2021
43898	White Rum	Tiki Lovers White Rum	557	Worldwide Libations, LLC	750	12	1	0	100	07/01/2020	810255020490	17503006845144	12.50	150.00	18.75	10/01/2021
43894	Aged Dark Rum	Tiki Lovers Dark Rum	557	Worldwide Libations, LLC	750	12	1	0	114	07/01/2020	810255020506	17503006845144	12.50	150.00	18.75	10/01/2021
43896	Flavored Rum	Tiki Lovers Pineapple Flavored Rum	557	Worldwide Libations, LLC	750	12	1	0	90	07/01/2020	810255020513	17503006845144	12.50	150.00	18.75	10/01/2021
919494	Temporary & Specialty Packages	Makers Mark 46 Cask Strength	065	Jim Beam Brands	750	6	1	0	109	07/01/2020	80686034100	17503006845144	30.00	180.00	45.00	10/01/2021
926760	Straight Rye Whiskies	Lip Service Rye	606	Savage & Cooke / Santa Croce LLC	750	6	1	3	90	07/01/2020	869251000326	17503006845144	22.50	135.00	33.75	10/01/2021
995648	Temporary & Specialty Packages	Oregon Spirit Bourbon 750ml	336	Maverick Spirit LLC / Oregon Spirit Distillers	750	6	1	4	94	07/01/2020	852679823660	17503006845144	25.17	151.02	37.76	10/01/2021
58747	Iowa Distilleries	Cody Road Manhattan	306	MISSISSIPPI RIVER DISTIL	750	6	1	0	70	07/01/2020	855037005753	17503006845144	16.00	96.00	24.00	10/01/2021
58205	Cocktails /RTD	Crafthouse Cocktails Southside	368	Park Street Imports	750	6	1	0	33	07/01/2020	859122005017	17503006845144	9.00	54.00	13.50	10/01/2021
58204	Cocktails /RTD	Crafthouse Cocktails Southside	368	Park Street Imports	200	24	1	0	33	07/01/2020	859122005062	17503006845144	2.50	60.00	3.75	10/01/2021
58209	Cocktails /RTD	Crafthouse Cocktails Smoky Margarita	368	Park Street Imports	750	6	1	0	33	07/01/2020	859122005437	17503006845144	9.00	54.00	13.50	10/01/2021
58208	Cocktails /RTD	Crafthouse Cocktails Smoky Margarita	368	Park Street Imports	200	24	1	0	33	07/01/2020	859122005444	17503006845144	2.50	60.00	3.75	10/01/2021
23514	Blended Whiskies	Distillers Handshake	525	Cats Eye Distillery	750	12	1	0	100	07/01/2020	855810007042	17503006845144	27.75	333.00	41.63	10/01/2021
58203	Cocktails /RTD	Crafthouse Cocktails Moscow Mule	368	Park Street Imports	750	6	1	0	20	07/01/2020	859122005000	17503006845144	9.00	54.00	13.50	10/01/2021
926557	American Distilled Spirit Specialty	Daytona International Speedway Limited Edition Corn Whiskey	481	Sugarlands Distilling Company LLC	750	6	1	0	100	07/01/2020	811559020247	17503006845144	10.67	64.02	16.01	10/01/2021
988470	100% Agave Tequila	El Mayor Cristalino	434	LUXCO INC	750	3	1	0	80	07/01/2020	88352133966	17503006845144	17.50	52.50	26.25	10/01/2021
926924	Straight Bourbon Whiskies	Douglas & Todd Bourbon Whiskey	380	Phillips Beverage	750	6	1	0	93	07/01/2020	87116002098	17503006845144	23.34	140.04	35.01	10/01/2021
916104	Blended Whiskies	George Dickel Bottled in Bond Fall 2008	260	DIAGEO AMERICAS	750	12	1	0	100	07/01/2020	82000793939	17503006845144	20.00	240.00	30.00	10/01/2021
58201	Cocktails /RTD	Crafthouse Cocktails Gold Rush	368	Park Street Imports	750	6	1	0	35	07/01/2020	810902035556	17503006845144	9.00	54.00	13.50	10/01/2021
58200	Cocktails /RTD	Crafthouse Cocktails Gold Rush	368	Park Street Imports	200	24	1	0	35	07/01/2020	859122005208	17503006845144	2.50	60.00	3.75	10/01/2021
58207	Cocktails /RTD	Crafthouse Cocktails Paloma	368	Park Street Imports	750	6	1	0	25	07/01/2020	859122005024	17503006845144	9.00	54.00	13.50	10/01/2021
58211	Cocktails /RTD	Crafthouse Cocktails Pineapple Daiquiri	368	Park Street Imports	750	6	1	0	32	07/01/2020	859122005420	17503006845144	9.00	54.00	13.50	10/01/2021
58210	Cocktails /RTD	Crafthouse Cocktails Pineapple Daiquiri	368	Park Street Imports	200	24	1	0	32	07/01/2020	859122005451	17503006845144	2.50	60.00	3.75	10/01/2021
64559	Imported Cordials & Liqueur	The Bitter Truth Elderflower Liqueur	557	Worldwide Libations, LLC	750	6	1	0	44	08/01/2020	810255020100	17503006845144	16.50	99.00	24.75	10/01/2021
64558	Imported Cordials & Liqueur	The Bitter Truth Violet Liqueur	557	Worldwide Libations, LLC	750	6	1	0	44	08/01/2020	810255020087	17503006845144	16.50	99.00	24.75	10/01/2021
64543	Imported Cordials & Liqueur	The Bitter Truth Golden Falernum Liqueur	557	Worldwide Libations, LLC	750	6	1	0	36	08/01/2020	810255020223	17503006845144	19.00	114.00	28.50	10/01/2021
58213	Cocktails /RTD	Crafthouse Cocktails Rum Old Fashioned	368	Park Street Imports	750	6	1	0	58	07/01/2020	859122005413	17503006845144	11.00	66.00	16.50	10/01/2021
28171	Temporary & Specialty Packages	Title 21 American Whiskey	538	Southwest Spirits & Wine, LLC	750	6	1	1	80	07/01/2020	79753000704	17503006845144	15.00	90.00	22.50	10/01/2021
58212	Cocktails /RTD	Crafthouse Cocktails Rum Old Fashioned	368	Park Street Imports	200	24	1	0	58	07/01/2020	859122005468	17503006845144	3.00	72.00	4.50	10/01/2021
928489	Imported Dry Gins	Four Pillars Rare Dry Gin	368	Park Street Imports	750	6	1	0	84	07/01/2020	859122005468	17503006845144	15.64	93.84	23.46	10/01/2021
926804	Straight Bourbon Whiskies	Redemption High Rye 10YR Barrel Proof	978	W J Deutsch & Sons LTD	750	6	1	10	114	08/01/2020	31259002934	17503006845144	49.83	298.98	74.75	10/01/2021
926802	Straight Rye Whiskies	Redemption Rye 10YR Barrel Proof	978	W J Deutsch & Sons LTD	750	6	1	10	116	08/01/2020	31259002927	17503006845144	49.83	298.98	74.75	10/01/2021
978102	Flavored Rum	Siesta Key Toasted Coconut Rum	348	Drum Circle Distilling, LLC	750	6	1	0	70	08/01/2020	852010002051	17503006845144	16.00	96.00	24.00	10/01/2021
978104	Spiced Rum	Siesta Key Spiced Rum	348	Drum Circle Distilling, LLC	750	6	1	0	70	08/01/2020	852010002020	17503006845144	16.00	96.00	24.00	10/01/2021
926652	Whiskey Liqueur	Leadslingers Minuteman Whiskey	163	STOLLER IMPORTS INC / MARSALLE COMPANY	750	6	1	0	90	08/01/2020	757284236303	17503006845144	19.00	114.00	28.50	10/01/2021
937256	American Vodkas	Leadslingers American Vodka	163	STOLLER IMPORTS INC / MARSALLE COMPANY	750	6	1	0	80	08/01/2020	766214330516	17503006845144	8.50	51.00	12.75	10/01/2021
926834	Straight Bourbon Whiskies	Leadslingers Thin BLue Line	163	STOLLER IMPORTS INC / MARSALLE COMPANY	750	6	1	0	80	08/01/2020	759740618494	17503006845144	19.00	114.00	28.50	10/01/2021
58202	Cocktails /RTD	Crafthouse Cocktails Moscow Mule	368	Park Street Imports	200	24	1	0	20	08/01/2020	859122005055	17503006845144	2.50	60.00	3.75	10/01/2021
58206	Cocktails /RTD	Crafthouse Cocktails Paloma	368	Park Street Imports	200	24	1	0	25	08/01/2020	859122005079	17503006845144	2.50	60.00	3.75	10/01/2021
68009	Temporary &  Specialty Packages	Baileys Apple Pie	260	DIAGEO AMERICAS	750	12	1	0	34	10/01/2021	86767705136	17503006845144	16.49	197.88	24.74	10/01/2021
15192	Temporary & Specialty Packages	WhistlePig HomeStock	214	GoAmericaGo Beverages LLC / WhistlePig	750	6	1	0	86	07/01/2020	850001901543	17503006845144	36.50	219.00	54.75	10/01/2021
72928	Flavored Rum	Captain Morgan Sliced Apple	260	DIAGEO AMERICAS	750	12	1	0	70	08/01/2020	82000794172	17503006845144	9.06	108.72	13.59	10/01/2021
100856	Temporary & Specialty Packages	Old Forester Old Fashion w/2oz Syrup	085	Brown Forman Corp.	750	12	1	0	100	08/01/2020	81128001063	17503006845144	11.80	141.60	17.70	10/01/2021
72927	Flavored Rum	Captain Morgan Sliced Apple Mini	260	DIAGEO AMERICAS	50	12	10	0	70	08/01/2020	82000006435	17503006845144	4.80	57.60	7.20	10/01/2021
100983	100% Agave Tequila	1800 Silver 750ml w/1800 Coconut 200ml	395	PROXIMO	750	6	2	0	80	08/01/2020	818844020722	17503006845144	15.46	92.76	23.19	10/01/2021
926935	Temporary & Specialty Packages	Whip Saw Rye Whiskey	631	Splinter Group Napa, LLC	750	6	1	0	42	08/01/2020	839146077160	17503006845144	28.83	172.98	43.25	10/01/2021
998889	Single Malt Scotch	THE GLENALLACHIE 10 YR	268	IMPEX BEVERAGE INC	750	6	1	10	110	08/01/2020	818844020739	17503006845144	48.33	289.98	72.50	10/01/2021
926448	Corn Whiskies	Century Farms Corn Whiskey	594	American Heritage Distillers, LLC / Century Farms Distillery	750	6	1	0	80	08/01/2020	865911000408	17503006845144	9.52	57.12	14.28	10/01/2021
100978	Straight Bourbon Whiskies	Bushmills Whiskey 750ml w/ Irish Coffee Glass	395	PROXIMO	750	6	1	0	80	09/01/2020	818844020739	17503006845144	13.99	83.94	20.99	10/01/2021
915642	Temporary & Specialty Packages	Jameson Caskmates IPA Mini	370	PERNOD RICARD USA	50	10	12	0	80	07/01/2020	80432113141	17503006845144	7.08	70.80	10.62	10/01/2021
934158	Imported Vodkas	Belvedere Pure	420	MOET HENNESSY USA	1750	6	1	0	80	08/01/2020	87116069732	17503006845144	31.49	188.94	47.24	10/01/2021
996834	Whiskey Liqueur	Rebel Root Beer Whiskey	434	LUXCO INC	750	6	1	0	70	08/01/2020	88352131221	17503006845144	8.50	51.00	12.75	10/01/2021
915727	Temporary & Specialty Packages	Jameson Caskmates Stout Mini	370	PERNOD RICARD USA	50	10	12	0	80	07/01/2020	80432113905	17503006845144	7.08	70.80	10.62	10/01/2021
100280	Cocktails /RTD	The Bitter Truth Cocktail Bar Pack	557	Worldwide Libations, LLC	20	12	5	0	78	08/01/2020	810255020421	17503006845144	9.50	114.00	14.25	10/01/2021
926442	Corn Whiskies	Templeton Rye Straight Corn Whiskey	573	Templeton Distilling LLC	750	6	1	0	96	08/01/2020	720815921733	17503006845144	34.73	208.38	52.10	10/01/2021
921059	Bottled in Bond Bourbon	HA Wild Turkey Masters Keep 17YR BIB	619	Campari America	750	6	1	17	100	08/01/2020	721059002271	17503006845144	100.00	600.00	150.00	10/01/2021
922172	Straight Rye Whiskies	HA Wild Turkey Rare Breed Rye Barrel Proof	619	Campari America	750	6	1	0	112	05/01/2020	721059003148	17503006845144	30.00	180.00	45.00	10/01/2021
217215	Blended Whiskies	Hatozaki Small Batch Japanese Whisky	338	Marussia Beverages USA, Inc / Niche Import	750	6	1	0	92	08/01/2020	80368800801	17503006845144	34.76	208.56	52.14	10/01/2021
101084	Temporary & Specialty Packages	Jack Daniels Holiday Calendar Pack	085	Brown Forman Corp.	50	3	20	0	77	08/01/2020	82184205020	17503006845144	30.00	90.00	45.00	10/01/2021
905907	Single Malt Scotch	Glendronach Cask Strength	085	Brown Forman Corp.	750	6	1	0	61	08/01/2020	854781004616	17503006845144	49.48	296.88	74.22	10/01/2021
928922	American Dry Gins	Western Son Original Gin	521	JEM Beverage Company	750	6	1	0	80	08/01/2020	855939007077	17503006845144	9.02	54.12	13.53	10/01/2021
78115	Iowa Distilleries	Saints N Sinners Mini	154	DUNKEL CORPORATION / Iowa Distilling	50	8	16	0	24	09/01/2020	854781004616	17503006845144	8.38	67.04	12.57	10/01/2021
101142	Temporary & Specialty Packages	Larceny  VAP w/Glass and Flask	259	Heaven Hill Brands	750	6	1	0	92	09/01/2021	96749002856	17503006845144	14.00	84.00	21.00	10/01/2021
101086	Straight Bourbon Whiskies	Elijah Craig w/Old Fashioned Cocktail Syrup	259	Heaven Hill Brands	750	6	1	0	94	09/01/2021	96749002788	17503006845144	16.00	96.00	24.00	10/01/2021
37384	American Vodkas	Asteria Vodka	626	JDSO INC / Red Boot Distillery	750	12	1	0	80	08/01/2020	854647008611	17503006845144	6.00	72.00	9.00	10/01/2021
943857	Imported Distilled Spirit Specialty	Plantation Rum Single Cask Peru 2010 PDC	978	W J Deutsch & Sons LTD	750	6	1	10	87	08/01/2020	695521152583	17503006845144	35.00	210.00	52.50	10/01/2021
926449	Temporary & Specialty Packages	Driftless Glen 51 RYE	232	Driftless Glen Distillery	750	6	1	4	102	08/01/2020	858481005263	17503006845144	25.00	150.00	37.50	10/01/2021
5955	Single Malt Scotch	Glenmorangie Cake DISCO	420	MOET HENNESSY USA	750	6	1	10	92	09/01/2020	81753833404	17503006845144	49.99	299.94	74.99	10/01/2021
926248	Single Barrel Bourbon Whiskies	Century Farms Bourbon	594	American Heritage Distillers, LLC / Century Farms Distillery	750	6	1	0	80	08/01/2020	860003363843	17503006845144	9.52	57.12	14.28	10/01/2021
937640	Iowa Distilleries	River Baron Artisan Spirit	306	MISSISSIPPI RIVER DISTIL	750	6	1	0	80	08/01/2020	855037005012	17503006845144	14.00	84.00	21.00	10/01/2021
975094	Iowa Distilleries	Very Berry Raspberry Liqueur	306	MISSISSIPPI RIVER DISTIL	375	12	1	0	38	08/01/2020	855037005739	17503006845144	9.00	108.00	13.50	10/01/2021
993559	American Brandies	Phillips Brandy Fl Ginger	380	Phillips Beverage	1000	12	1	0	70	08/01/2020	87116048294	17503006845144	6.67	80.04	10.01	10/01/2021
907698	American Flavored Vodka	OYO Stone Fruit Vodka	625	Middle West Spirits	750	6	1	0	70	07/01/2020	22099843023	17503006845144	20.50	123.00	30.75	10/01/2021
999199	American Distilled Spirit Specialty	Prichards Double Chocolate Bourbon	341	Prichards Distillery Inc	750	6	1	0	90	08/01/2020	812164220404	17503006845144	41.67	250.02	62.51	10/01/2021
916266	Straight Bourbon Whiskies	Four Grain Straight Bourbon Bottled in Bond	539	Gargoyle Enterprises / Laws Whiskey House	750	6	1	6	100	08/01/2020	856933005717	17503006845144	43.00	258.00	64.50	10/01/2021
907697	American Vodkas	OYO American Character Vodka	625	Middle West Spirits	750	6	1	0	80	07/01/2020	856933005717	17503006845144	19.50	117.00	29.25	10/01/2021
73065	Temporary &  Specialty Packages	RumChata Peppermint Bark	205	E & J Gallo Winery	750	12	1	0	28	09/01/2021	890355001551	17503006845144	13.50	162.00	20.25	10/01/2021
907696	American Dry Gins	Vim & Petal Dry Gin	625	Middle West Spirits	750	6	1	0	84	07/01/2020	91037746931	17503006845144	19.50	117.00	29.25	10/01/2021
907695	Straight Bourbon Whiskies	Middle West Spirits Michelone Reserve Bourbon	625	Middle West Spirits	750	6	1	5	95	07/01/2020	91037407658	17503006845144	26.50	159.00	39.75	10/01/2021
907694	Blended Whiskies	Middle West Spirits Wheat Whiskey	625	Middle West Spirits	750	6	1	4	92	07/01/2020	738435265120	17503006845144	26.50	159.00	39.75	10/01/2021
983371	American Schnapps	Ice Hole Mint Schnapps Mini	380	Phillips Beverage	50	12	10	0	75	08/01/2020	87116035676	17503006845144	4.60	55.20	6.90	10/01/2021
978293	Cocktails /RTD	Red Hot INK	308	Mango Bottling	375	12	1	0	30	08/01/2020	762317031473	17503006845144	6.00	72.00	9.00	10/01/2021
937144	Imported Vodkas	Crystal Head Vodka Bone Bottle DISCO	255	Infinium Spirits	750	6	1	0	80	08/01/2020	627040411780	17503006845144	26.00	156.00	39.00	10/01/2021
995277	Single Malt Scotch	Kilchoman Small Batch	268	IMPEX BEVERAGE INC	750	6	1	0	97	08/01/2020	892032045087	17503006845144	46.67	280.02	70.01	10/01/2021
995783	Single Malt Scotch	Glendronach 15YR Revival	085	Brown Forman Corp.	750	6	1	15	46	08/01/2020	892032045087	17503006845144	47.48	284.88	71.22	10/01/2021
940065	100% Agave Tequila	GRAN ORENDAIN ANJEO	971	Hood River Distillers	750	6	1	0	80	08/01/2020	892032045087	17503006845144	59.98	359.88	89.97	10/01/2021
940063	100% Agave Tequila	GRAN ORENDAIN BLANCO	971	Hood River Distillers	750	6	1	0	80	08/01/2020	892032045087	17503006845144	49.99	299.94	74.99	10/01/2021
949064	100% Agave Tequila	Gran Orendain Reposado	971	Hood River Distillers	750	6	1	0	80	08/01/2020	892032045087	17503006845144	36.66	219.96	54.99	10/01/2021
918217	Straight Bourbon Whiskies	Ezra Brooks Distillers Collection Buy the Barrel	434	LUXCO INC	750	6	1	0	107	08/01/2020	88352134529	17503006845144	18.50	111.00	27.75	10/01/2021
921219	Straight Bourbon Whiskies	Rebel Distillers Collection Buy the Barrel	434	LUXCO INC	750	6	1	0	113	08/01/2020	88352134857	17503006845144	22.50	135.00	33.75	10/01/2021
993557	Temporary & Specialty Packages	McQueen and the Violet Fog	482	Sovereign Brands, LLC	750	6	1	0	80	08/01/2020	813497007168	17503006845144	18.50	111.00	27.75	10/01/2021
26243	Scotch Whiskies	Midnight Ritual	566	Foundry Distilling Company, LLC	750	6	1	2	89	09/01/2020	726959913887	17503006845144	30.33	181.98	45.50	10/01/2021
103123	Temporary & Specialty Packages	Mozart Chocolate Liqueur w/1 Branded Tumbler Glass	338	Marussia Beverages USA, Inc / Niche Import	750	6	1	0	34	10/01/2020	80368015410	17503006845144	15.00	90.00	22.50	10/01/2021
916492	Bottled in Bond Bourbon	Wilderness Trail BIB Kentucky Bourbon 6YR	608	Wilderness Trail Distillery	750	6	1	6	100	08/01/2020	852989005169	17503006845144	37.00	222.00	55.50	10/01/2021
922257	Straight Bourbon Whiskies	HA Woodford Reserve Straight Wheat	085	Brown Forman Corp.	750	6	1	0	90	08/01/2020	81128002411	17503006845144	22.49	134.94	33.74	10/01/2021
927188	Straight Rye Whiskies	Sagamore Spirit Cask Strength Straight Rye Whiskey	634	Sagamore Whiskey, LLC	750	6	1	4	112	08/01/2020	864784000164	17503006845144	33.73	202.38	50.60	10/01/2021
926567	Single Barrel Bourbon Whiskies	HA Jack Daniels Single Barrel Eric Church	085	Brown Forman Corp.	750	6	1	0	94	08/01/2020	82184004814	17503006845144	29.98	179.88	44.97	10/01/2021
17186	Bottled in Bond Bourbon	Calumet Farm 14YR	492	WESTERN SPIRITS BEVERAGE	750	6	1	14	94	08/01/2020	812459014565	17503006845144	59.65	357.90	89.48	10/01/2021
16120	Blended Whiskies	The Shinobu Blended Whisky	545	CNS Imports; Four Seasons Trading; CNS Wine & Spirits	750	12	1	0	86	08/01/2020	812459014565	17503006845144	28.00	336.00	42.00	10/01/2021
19498	Straight Bourbon Whiskies	Makers Mark 101	065	Jim Beam Brands	750	6	1	0	101	06/01/2021	85246501566	17503006845144	20.00	120.00	30.00	10/01/2021
19496	Temporary & Specialty Packages	Makers Mark Wood Finishing Series SE4	065	Jim Beam Brands	750	6	1	0	108	08/01/2020	85246501634	17503006845144	30.00	180.00	45.00	10/01/2021
86781	Neutral Grain Spirits Flavored	Ole Smoky Peaches Moonshine	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	65	08/01/2020	856011004861	17503006845144	12.50	75.00	18.75	10/01/2021
997880	American Distilled Spirit Specialty	American Barrels Kentucky Bourbon Whiskey	459	SURVILLE ENTERPRISES CORP	750	6	1	0	86	08/01/2020	810735015848	17503006845144	14.34	86.04	21.51	10/01/2021
86544	Tennessee Whiskies	Ole Smoky Salty Caramel Whiskey Mini	346	OLE SMOKY DISTILLERY LLC	50	4	12	0	60	08/01/2020	854628006841	17503006845144	17.50	70.00	26.25	10/01/2021
86542	Tennessee Whiskies	Ole Smoky Mango Habanero Whiskey Mini	346	OLE SMOKY DISTILLERY LLC	50	4	12	0	70	08/01/2020	854628006858	17503006845144	17.50	70.00	26.25	10/01/2021
86543	Tennessee Whiskies	Ole Smoky Peach Whiskey Mini	346	OLE SMOKY DISTILLERY LLC	50	4	12	0	60	08/01/2020	853915008544	17503006845144	17.50	70.00	26.25	10/01/2021
65485	Neutral Grain Spirits	Kweichow Moutai Baijiu	545	CNS Imports; Four Seasons Trading; CNS Wine & Spirits	200	12	1	0	106	08/01/2020	853915008544	17503006845144	81.00	972.00	121.50	10/01/2021
938180	American Vodkas	Titos Handmade Vodka Mini DISCO	301	FIFTH GENERATION INC	50	1	60	0	80	07/01/2020	619947000068	17503006845144	64.00	64.00	96.00	10/01/2021
38194	American Vodkas	Titos Handmade Vodka Mini	301	FIFTH GENERATION INC	50	5	12	0	80	08/01/2020	619947000082	17503006845144	12.80	64.00	19.20	10/01/2021
101163	Temporary & Specialty Packages	RumChata w/ 100ml Lemon & Peppermint Bark	205	E & J Gallo Winery	950	6	3	0	28	10/01/2021	890355001568	17503006845144	13.50	81.00	20.25	10/01/2021
100854	Temporary & Specialty Packages	Ardbeg 19YR Gift Box 2021 Edition	420	MOET HENNESSY USA	750	6	1	19	92	09/01/2021	81753835071	17503006845144	149.99	899.94	224.99	10/01/2021
101024	Temporary & Specialty Packages	Belvedere Pure Cutting Board VAP	420	MOET HENNESSY USA	750	6	1	0	80	05/01/2021	81753832841	17503006845144	14.99	89.94	22.49	10/01/2021
942110	White Rum	Angostura White Oak Authentic White Rum Caribbean	363	Paterno Imports LTD / Terlato Wines International	750	12	1	0	80	08/01/2020	75496107502	17503006845144	7.85	94.20	11.78	10/01/2021
988672	100% Agave Tequila	3 Amigos Tequila Blanco	414	San Bartolo Farms Inc.	750	12	1	0	80	08/01/2020	850121005060	17503006845144	20.25	243.00	30.38	10/01/2021
989866	100% Agave Tequila	Tequila 3 Amigos Anejo	414	San Bartolo Farms Inc.	750	12	1	2	80	08/01/2020	850121005084	17503006845144	24.58	294.96	36.87	10/01/2021
955675	100% Agave Tequila	Tequila 3 Amigos Organic Blanco	414	San Bartolo Farms Inc.	750	12	1	1	80	08/01/2020	850121005091	17503006845144	22.40	268.80	33.60	10/01/2021
101025	Temporary &  Specialty Packages	Hennessy VSOP 2020 EOY Manhattan VAP	420	MOET HENNESSY USA	750	6	1	0	80	05/01/2021	81753832957	17503006845144	30.99	185.94	46.49	10/01/2021
